Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2022,Anne Arundel Co. Public Schools,Alex Kajitani DBA Kajitani Education LLC,92010,56007.0,,
2022,Anne Arundel Co. Public Schools,ALLIANCE TECHNOLOGY GROUP LLC,21076,267397.31,,
2022,Anne Arundel Co. Public Schools,"ALLIED TELECOM GROUP, LLC",22202,454507.1,,
2022,Anne Arundel Co. Public Schools,Allstate Contractor Inc,20121,256512.53,,
2022,Anne Arundel Co. Public Schools,"ALUMINUM ATHLETIC EQUIPMENT CO, INC",19468,40602.0,,
2022,Anne Arundel Co. Public Schools,AMER FED OF ST CO MUNICIP EMPL,21230,164081.81,,
2022,Anne Arundel Co. Public Schools,American Air Filter Company Inc,21224,764766.55,,
2022,Anne Arundel Co. Public Schools,AMERICAN ENERGY RESTAURANT EQ,22153,721098.8,,
2022,Anne Arundel Co. Public Schools,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,22202-3289,351442.0,,
2022,Anne Arundel Co. Public Schools,American Speech Language Hearing Assoc,20852-3279,26011.0,,
2022,Anne Arundel Co. Public Schools,American Truck & Bus Inc.,21401-7074,634974.96,,
2022,Anne Arundel Co. Public Schools,AMERIGAS PROPANE,21042-3611,25380.05,,
2022,Anne Arundel Co. Public Schools,"Amplified IT, LLC",23510,1244808.0,,
2022,Anne Arundel Co. Public Schools,AMTEK CO,21012-1887,102705.3,,
2022,Anne Arundel Co. Public Schools,Amy G Kines DBA Ready Aim Teach LLC,20848,26125.0,,
2022,Anne Arundel Co. Public Schools,ANNAPOLIS BUS CO INC,21403,6520606.07,,
2022,Anne Arundel Co. Public Schools,ANNAPOLIS MARITIME MUSEUM,21403,77081.0,,
2022,Anne Arundel Co. Public Schools,ANNAPOLIS SR HIGH SCHOOL,21401,44817.58,,
2022,Anne Arundel Co. Public Schools,ANNE ARUNDEL  BOARD OF OFFICIALS,21122,63704.0,,
2022,Anne Arundel Co. Public Schools,ANNE ARUNDEL COMMUNITY COLLEGE,21012,408724.58,,
2022,Anne Arundel Co. Public Schools,ANNE ARUNDEL COUNTY,21401,62772.45,,
2022,Anne Arundel Co. Public Schools,ANNE ARUNDEL COUNTY COMMUNITY ACTION AGENCY INC,21404,107422.73,,
2022,Anne Arundel Co. Public Schools,"ANNE ARUNDEL COUNTY, MD ACCOUNTING & CONTROL",21404,26459828.0,,
2022,Anne Arundel Co. Public Schools,ANNE ARUNDEL UMPIRE ASSN,21144-1940,30600.0,,
2022,Anne Arundel Co. Public Schools,"Anzi-Tech Distribution, Inc.",21108,52704.08,,
2022,Anne Arundel Co. Public Schools,AON CONSULTING INC,20036,318850.0,,
2022,Anne Arundel Co. Public Schools,Aon Investments USA Inc,60694-9500,116250.0,,
2022,Anne Arundel Co. Public Schools,APEX LEARNING,98161,98825.0,,
2022,Anne Arundel Co. Public Schools,APPLE COMPUTER INC,78727,1076423.77,,
2022,Anne Arundel Co. Public Schools,ARROW CENTER,77365,845903.02,,
2022,Anne Arundel Co. Public Schools,Arts for Learning Maryland Inc,21202,59944.71,,
2022,Anne Arundel Co. Public Schools,ARUNDEL GAS CO,21037,43616.96,,
2022,Anne Arundel Co. Public Schools,ASSO OF EDUC LEADERS INC,21012,182631.68,,
2022,Anne Arundel Co. Public Schools,ASSOCIATED CATHOLIC CHARITIES,21093,189511.51,,
2022,Anne Arundel Co. Public Schools,ASTRO TURF CORP,30721,1946477.71,,
2022,Anne Arundel Co. Public Schools,AT & T,21283-0017,48997.55,,
2022,Anne Arundel Co. Public Schools,AT Discount Sales & Services LLC,21045,35196.16,,
2022,Anne Arundel Co. Public Schools,ATC Corp.,21222,146963.25,,
2022,Anne Arundel Co. Public Schools,ATECH TRAINING INC,41094,30559.0,,
2022,Anne Arundel Co. Public Schools,Atlas Container Corp.,21144,38037.26,,
2022,Anne Arundel Co. Public Schools,ATLASCOPCO CONSTRUCTION CO DBA Atlasconco General,20877,190524.12,,
2022,Anne Arundel Co. Public Schools,AUTUMN CONTRACTING INC,22151,2302714.18,,
2022,Anne Arundel Co. Public Schools,AVI-SPL LLC,33634,922045.24,,
2022,Anne Arundel Co. Public Schools,AVID CENTER,92123,350845.9,,
2022,Anne Arundel Co. Public Schools,"Avtex Solutions, LLC",55431,199981.0,,
2022,Anne Arundel Co. Public Schools,b & b CONCEPTS INC,21771,43769.32,,
2022,Anne Arundel Co. Public Schools,B W WILSON PAPER CO INC,21229,48777.4,,
2022,Anne Arundel Co. Public Schools,BALDWIN MECHANICAL CONTRACTORS,21237,2306816.46,,
2022,Anne Arundel Co. Public Schools,Ballet Theatre of Maryland,21401,29500.0,,
2022,Anne Arundel Co. Public Schools,"BALTIMORE CONTRACTORS, INC",21061,713205.42,,
2022,Anne Arundel Co. Public Schools,BALTIMORE DOOR & FRAME,21227,34892.0,,
2022,Anne Arundel Co. Public Schools,BALTIMORE GAS & ELECTRIC CO,19101-3070,6421818.5,,
2022,Anne Arundel Co. Public Schools,Baltimore Lab School Inc,21218,489653.69,,
2022,Anne Arundel Co. Public Schools,BARNES & NOBLE,21401,382693.6,,
2022,Anne Arundel Co. Public Schools,BAY ASSOCIATES GROUP INC dba Combustion Services,21093,34736.5,,
2022,Anne Arundel Co. Public Schools,Beacon Sales Acquisition DBA THE ROOF CENTER,21401,35605.42,,
2022,Anne Arundel Co. Public Schools,BELL TECHLOGIX,23294,1630738.32,,
2022,Anne Arundel Co. Public Schools,BELTWAY CLEANING SYSTEMS LLC DBA BCS Supply and Services LLC,20720,38969.81,,
2022,Anne Arundel Co. Public Schools,BENEDICTINE SCHOOL FOR EXCEPTIONAL CHILDREN,21660,223527.66,,
2022,Anne Arundel Co. Public Schools,BENELOGIC LLC,21093,427183.95,,
2022,Anne Arundel Co. Public Schools,BEST FENCE,21061,207082.75,,
2022,Anne Arundel Co. Public Schools,BIOTECH SOLUTIONS,19317-0211,131647.06,,
2022,Anne Arundel Co. Public Schools,BIOZONE Corporation,80134,51402.65,,
2022,Anne Arundel Co. Public Schools,BLACKBOARD INC,46240,260009.53,,
2022,Anne Arundel Co. Public Schools,BLICK ART MATERIALS,61402-1267,28393.79,,
2022,Anne Arundel Co. Public Schools,Blue Mind Consulting LLC,21403,34725.0,,
2022,Anne Arundel Co. Public Schools,"BlueTriton Brands, Inc",21227,81631.02,,
2022,Anne Arundel Co. Public Schools,Bluum USA Inc,85040-2998,92082.95,,
2022,Anne Arundel Co. Public Schools,BOB ANDREWS CONSTRUCTION INC,21009,43142.35,,
2022,Anne Arundel Co. Public Schools,Bonita Lang,21012,57580.0,,
2022,Anne Arundel Co. Public Schools,"Boston Aircontrols, Inc",01803,103800.99,,
2022,Anne Arundel Co. Public Schools,BOWIE STATE UNIV,20715,38651.52,,
2022,Anne Arundel Co. Public Schools,BOWINGS & HUBER LLC DBA: BOMARK ELECTRIC,21074,6400020.82,,
2022,Anne Arundel Co. Public Schools,BRAINPOP LLC,10010,220340.88,,
2022,Anne Arundel Co. Public Schools,"Brawner Builders, Inc.",21031,2013232.23,,
2022,Anne Arundel Co. Public Schools,"Bright Morning Consulting, Inc.",94611,27000.0,,
2022,Anne Arundel Co. Public Schools,Brightly Software Inc,27518,105465.41,,
2022,Anne Arundel Co. Public Schools,BROOKS TRANSPORTATION,21122,1723308.72,,
2022,Anne Arundel Co. Public Schools,Brown & Root Industrial Services LLC,22202,218279.28,,
2022,Anne Arundel Co. Public Schools,BSN Sports Inc,75209,745309.84,,
2022,Anne Arundel Co. Public Schools,Building Energy Holding US LLC,20005,339783.94,,
2022,Anne Arundel Co. Public Schools,BURDETTE KOEHLER MURPHY & ASSOCIATES,21209,360665.53,,
2022,Anne Arundel Co. Public Schools,BURMAX,11742-2127,29823.02,,
2022,Anne Arundel Co. Public Schools,"Cain Contracting, Inc.",21202,126128.81,,
2022,Anne Arundel Co. Public Schools,Canon Financial Services Inc,08054,100854.18,,
2022,Anne Arundel Co. Public Schools,CANYON CONTRACTING INC.,21771-7784,40686.18,,
2022,Anne Arundel Co. Public Schools,CAPITAL AREA SOCCER REFEREES,20012,63134.0,,
2022,Anne Arundel Co. Public Schools,CAPITAL COMPRESSOR INC,20772,38856.81,,
2022,Anne Arundel Co. Public Schools,Capital Enterprises LLC,21227,49925.0,,
2022,Anne Arundel Co. Public Schools,Capitol Document Solutions,20852,104689.1,,
2022,Anne Arundel Co. Public Schools,CAREFIRST BLUE CROSS,21117,221273509.13,,
2022,Anne Arundel Co. Public Schools,CARNEGIE LEARNING INC,15219,377369.0,,
2022,Anne Arundel Co. Public Schools,"Carney, Kelehan, Bresler, Bennett & Scherr LLP",21401,299751.12,,
2022,Anne Arundel Co. Public Schools,CAROLINA BIOLOGICAL SUPPLY CO,28260-0232,50915.45,,
2022,Anne Arundel Co. Public Schools,CATON COMMUNICATIONS GROUP INC,21229-5409,203856.62,,
2022,Anne Arundel Co. Public Schools,CBRE Heery Inc,20785,1870408.23,,
2022,Anne Arundel Co. Public Schools,CDW LLC DBA CDW Government LLC,06484,3274648.75,,
2022,Anne Arundel Co. Public Schools,CENGAGE LEARNING,41051,934497.59,,
2022,Anne Arundel Co. Public Schools,Cengage Learning Inc DBA Gale,48331,90597.03,,
2022,Anne Arundel Co. Public Schools,CENTER FOR APPLIED LINGUSITICS,21263-0948,32177.0,,
2022,Anne Arundel Co. Public Schools,Center for Lifelong Learning,07869,68250.0,,
2022,Anne Arundel Co. Public Schools,"CENTER OF HELP, Inc.",21401,44764.4,,
2022,Anne Arundel Co. Public Schools,CENTRAL MD DISTRICT 23 BASKETBALL OFFICIALS INC,21047,54584.0,,
2022,Anne Arundel Co. Public Schools,CGI Technologies and Solutions Inc,12211,1014903.0,,
2022,Anne Arundel Co. Public Schools,CHAMPION OFFICIALS GROUP,21060,109959.0,,
2022,Anne Arundel Co. Public Schools,Charting Careers Inc,21403,137253.54,,
2022,Anne Arundel Co. Public Schools,CHELSEA SCHOOL,20782,40043.44,,
2022,Anne Arundel Co. Public Schools,CHENG & TSUI COMPANY,02111-1213,219108.17,,
2022,Anne Arundel Co. Public Schools,CHESAPEAKE ARTS CENTER,21225,93330.0,,
2022,Anne Arundel Co. Public Schools,CHESAPEAKE CHARTER INC,21409,4481574.63,,
2022,Anne Arundel Co. Public Schools,CHESAPEAKE SCIENCE POINT,21076,3209194.03,,
2022,Anne Arundel Co. Public Schools,CHESAPEAKE SYSTEMS LLC,21076,67897.0,,
2022,Anne Arundel Co. Public Schools,CHEVY CHASE CONTRACTORS INC,20910,963037.8,,
2022,Anne Arundel Co. Public Schools,CHILDREN'S GUILD INC,21234,935458.71,,
2022,Anne Arundel Co. Public Schools,CHIMES INC,21215,624435.27,,
2022,Anne Arundel Co. Public Schools,CINTAS CORPORATION No 2,45040,1857510.45,,
2022,Anne Arundel Co. Public Schools,CITIROOF CORPORATION,21046-1577,2399587.1,,
2022,Anne Arundel Co. Public Schools,CITY OF ANNAPOLIS,21401,154548.01,,
2022,Anne Arundel Co. Public Schools,Claire Weisz Architects,10007,32430.01,,
2022,Anne Arundel Co. Public Schools,"ClassLink, Inc.",07011,189995.0,,
2022,Anne Arundel Co. Public Schools,CLIFTONLARSONALLEN LLP,21093,124500.0,,
2022,Anne Arundel Co. Public Schools,CLOVERLAND DAIRY LP,21218,2878805.88,,
2022,Anne Arundel Co. Public Schools,CMG Flooring,19475,118142.51,,
2022,Anne Arundel Co. Public Schools,CN ROBINSON LIGHTING SUPPLY,21227,218235.04,,
2022,Anne Arundel Co. Public Schools,"CodeCombat, Inc.",94114,42513.0,,
2022,Anne Arundel Co. Public Schools,CodeHS Inc,60654,243780.0,,
2022,Anne Arundel Co. Public Schools,COLE ROOFING CO INC,21229,869011.54,,
2022,Anne Arundel Co. Public Schools,COLLEGE BOARD,10281,1208841.8,,
2022,Anne Arundel Co. Public Schools,COLOSSAL CONTRACTORS INC,20866,62989.05,,
2022,Anne Arundel Co. Public Schools,Comcast Business Communications,21236,204553.58,,
2022,Anne Arundel Co. Public Schools,COMMITTEE FOR CHILDREN,98121,748131.17,,
2022,Anne Arundel Co. Public Schools,Community Initiatives,94607,65500.0,,
2022,Anne Arundel Co. Public Schools,Community Products Inc DBA Rifton Equip,12471,120432.25,,
2022,Anne Arundel Co. Public Schools,"COMPLETE BUILDING SYSTEMS, INC.",21114,33590.0,,
2022,Anne Arundel Co. Public Schools,Comprehensive Discipline Solutions,20744,57000.0,,
2022,Anne Arundel Co. Public Schools,COMPTROLLER OF MARYLAND,21401,52072542.01,,
2022,Anne Arundel Co. Public Schools,"CompuClaim, Inc.",02840,150000.0,,
2022,Anne Arundel Co. Public Schools,CONCENTRA MEDICAL CENTERS INC,21227-0277,52763.0,,
2022,Anne Arundel Co. Public Schools,Concentric Educational Solutions Inc,21217,40000.0,,
2022,Anne Arundel Co. Public Schools,CONNECTIONS EDUCATION INC,21202,108401.0,,
2022,Anne Arundel Co. Public Schools,CONSOLIDATED MANUFACTURING,21123-0364,48602.5,,
2022,Anne Arundel Co. Public Schools,Constellation NewEnergy-Gas,60132-2059,955671.17,,
2022,Anne Arundel Co. Public Schools,CONTINENTAL PRESS INC (THE),17022,59286.78,,
2022,Anne Arundel Co. Public Schools,CONTROLLER-ANNE ARUNDEL COUNTY,21401,109624.03,,
2022,Anne Arundel Co. Public Schools,Corporate Mailing Services,21227-1509,61378.0,,
2022,Anne Arundel Co. Public Schools,Corporate Translation Services,98684,87094.57,,
2022,Anne Arundel Co. Public Schools,COUGHLAN COMPANIES LLC DBA Capstone,56003,151058.69,,
2022,Anne Arundel Co. Public Schools,COUNTY THERAPY ASSOCIATES LLC,21224,138040.0,,
2022,Anne Arundel Co. Public Schools,CREST GOOD MANUFACTURING,11791,126906.35,,
2022,Anne Arundel Co. Public Schools,CRISIS PREVENTION INSTITUTE,53224,104606.23,,
2022,Anne Arundel Co. Public Schools,CRISWELL CHEVROLET INC,20878,57295.64,,
2022,Anne Arundel Co. Public Schools,CROFTON CHARTERS INC .,21054,2545105.54,,
2022,Anne Arundel Co. Public Schools,CT ELECTRICAL CORP,21035,2653062.71,,
2022,Anne Arundel Co. Public Schools,CURRICULUM ASSOCIATES LLC,01862-0901,6832982.97,,
2022,Anne Arundel Co. Public Schools,D2L Ltd,21204,830316.76,,
2022,Anne Arundel Co. Public Schools,"DADE PAPER AND BAG COMPANY, INC.",20794,74227.01,,
2022,Anne Arundel Co. Public Schools,DAKTRONICS INC,57006-5128,165983.7,,
2022,Anne Arundel Co. Public Schools,DALY COMPUTERS INC,21703,989943.79,,
2022,Anne Arundel Co. Public Schools,DAVIS PUBLICATIONS INC,01608,1040287.95,,
2022,Anne Arundel Co. Public Schools,DAWN SIGN PRESS,92121,30845.36,,
2022,Anne Arundel Co. Public Schools,DC TREASURER,20044,107023.2,,
2022,Anne Arundel Co. Public Schools,DEERE & COMPANY,27513,49006.49,,
2022,Anne Arundel Co. Public Schools,Delta T Group Maryland Inc,19010,101205.76,,
2022,Anne Arundel Co. Public Schools,DEMCO INC,53707-8048,128981.46,,
2022,Anne Arundel Co. Public Schools,DENVER-ELEK INC,21221,8373098.17,,
2022,Anne Arundel Co. Public Schools,DEPARTMENT OF JUVENILE SERVICES,21403,130960.41,,
2022,Anne Arundel Co. Public Schools,DISCOVERY EDUCATION,20910,364093.0,,
2022,Anne Arundel Co. Public Schools,DISYS,20147,3517706.61,,
2022,Anne Arundel Co. Public Schools,DIVERSIFIED EDUCATIONAL SYSTEMS (DES),20118,26111.16,,
2022,Anne Arundel Co. Public Schools,DLT SOLUTIONS,20171,41457.85,,
2022,Anne Arundel Co. Public Schools,Dollamur LP DBA Dollamur Sport Surfaces,76102,60329.05,,
2022,Anne Arundel Co. Public Schools,DONALD B RICE TIRE CO INC,21701,54675.07,,
2022,Anne Arundel Co. Public Schools,DORI FOODS DBA Gold Star Foods,23230,8296891.84,,
2022,Anne Arundel Co. Public Schools,Double Robotics Inc,94010,38605.06,,
2022,Anne Arundel Co. Public Schools,DOURON INC,21117,1561587.56,,
2022,Anne Arundel Co. Public Schools,Dr. Fran Prolman,22101-4120,40942.0,,
2022,Anne Arundel Co. Public Schools,DSI INC,21230,62800.35,,
2022,Anne Arundel Co. Public Schools,DSM SNOW REMOVAL INC,21133,46718.0,,
2022,Anne Arundel Co. Public Schools,E-RATE ELITE SERVICES INC,21117,162500.0,,
2022,Anne Arundel Co. Public Schools,"East Coast Welding and Construction Co., Inc.",21061-3225,531748.48,,
2022,Anne Arundel Co. Public Schools,EASTERN SALES AND ENGINEERING,21209,35238.5,,
2022,Anne Arundel Co. Public Schools,EASTERN SALT CO INC,01852,31531.5,,
2022,Anne Arundel Co. Public Schools,EASTWOOD PAINTING & CONTRACT,21811,567025.15,,
2022,Anne Arundel Co. Public Schools,"EASY WAY SAFETY SERVICES, INC.",45242,46419.0,,
2022,Anne Arundel Co. Public Schools,EBL ENGINEERS LLC,21234-5701,100110.6,,
2022,Anne Arundel Co. Public Schools,EBSCO Industries Inc DBA EBSCO Publishing,01938,60434.43,,
2022,Anne Arundel Co. Public Schools,Edgenuity Inc,85251,133706.25,,
2022,Anne Arundel Co. Public Schools,EDU Healthcare LLC,28031,38175.9,,
2022,Anne Arundel Co. Public Schools,EDUCATIONAL NETWORKS INC,33134,39780.0,,
2022,Anne Arundel Co. Public Schools,EDUCATORS FINANCIAL GROUP,21044,217426.89,,
2022,Anne Arundel Co. Public Schools,ELECTRICAL AUTOMATION SERVICES,21122,4579639.26,,
2022,Anne Arundel Co. Public Schools,ELECTRONIC FUNDS TRANSF PROG,80217-3788,198134573.35,,
2022,Anne Arundel Co. Public Schools,Elmco Inc DBA INTERSTATE BATTERY SYSTEM OF,21060,33984.04,,
2022,Anne Arundel Co. Public Schools,EMH ENVIRONMENTAL INC,21738,49266.0,,
2022,Anne Arundel Co. Public Schools,EMPLOYEE PLANS SERVICES INC,20910,1920119.45,,
2022,Anne Arundel Co. Public Schools,EmpowerU,55331,26658.0,,
2022,Anne Arundel Co. Public Schools,ENCYCLOPAEDIA BRITANNICA INC,60604,37853.33,,
2022,Anne Arundel Co. Public Schools,Enel X North America Inc,21230,73364.28,,
2022,Anne Arundel Co. Public Schools,ENGINEERED CONSTRUCTION PRODUCT,21703,974376.24,,
2022,Anne Arundel Co. Public Schools,Ernest Corry III DBA SOURCE MAINTENANCE PRODUCTS,20754,285788.16,,
2022,Anne Arundel Co. Public Schools,EwingCole Inc,21230,256947.18,,
2022,Anne Arundel Co. Public Schools,FACILITY ENGINEERING ASSOC,22033-4910,44000.0,,
2022,Anne Arundel Co. Public Schools,FACTS ON FILE Inc,21014-2550,41569.68,,
2022,Anne Arundel Co. Public Schools,FASTSIGNS,21061,31786.84,,
2022,Anne Arundel Co. Public Schools,FAY'S BUS SERVICE INC,21122,1261806.73,,
2022,Anne Arundel Co. Public Schools,FERGUSON ENTERPRISES LLC,21205,170066.08,,
2022,Anne Arundel Co. Public Schools,FERGUSON TRENCHING COMPANY,21113-1211,71321.0,,
2022,Anne Arundel Co. Public Schools,FIDELITY ENGINEERING LLC DBA Fidelity Power Systems,21152,86330.41,,
2022,Anne Arundel Co. Public Schools,FIRE-MAK INC,21784-0361,197034.77,,
2022,Anne Arundel Co. Public Schools,FIRELINE CORP,21227,45598.0,,
2022,Anne Arundel Co. Public Schools,First Student Inc,21144,63175.28,,
2022,Anne Arundel Co. Public Schools,FISHER SCIENCE EDUCATION LLC,60133,51111.2,,
2022,Anne Arundel Co. Public Schools,FLINN SCIENTIFIC INC,60510,44312.94,,
2022,Anne Arundel Co. Public Schools,"Flo-Tron Contracting, Inc.",21030,1108415.87,,
2022,Anne Arundel Co. Public Schools,Focus Care Inc DBA FEV Tutor Inc,01801,95940.0,,
2022,Anne Arundel Co. Public Schools,FOLLETT SCHOOL SOLUTIONS INC,60050-7048,68802.35,,
2022,Anne Arundel Co. Public Schools,"FPC Holdings, Inc. DBA FPC Distribution",21075,1539947.12,,
2022,Anne Arundel Co. Public Schools,"Fresh Air Concepts, LLC",21090,8916554.65,,
2022,Anne Arundel Co. Public Schools,Frog Street Press LLC,76051,43438.56,,
2022,Anne Arundel Co. Public Schools,"GALE ASSOCIATES, INC.",21204,391323.07,,
2022,Anne Arundel Co. Public Schools,GALLUP ORGANIZATION (THE),68102,111249.0,,
2022,Anne Arundel Co. Public Schools,GAMBRILLS EQUIPMENT CO INC,21144,37822.37,,
2022,Anne Arundel Co. Public Schools,Game Time,28224,1149140.24,,
2022,Anne Arundel Co. Public Schools,GANNETT FLEMING INC,21244,41519.72,,
2022,Anne Arundel Co. Public Schools,Gardens Imaging Solutions Inc,21230-1747,26090.13,,
2022,Anne Arundel Co. Public Schools,Gateway Education Holdings LLC DBA Savvas Learning Co LLC,85226,600069.24,,
2022,Anne Arundel Co. Public Schools,GE TIGNALL,21030,441137.1,,
2022,Anne Arundel Co. Public Schools,GEM-CAP Inc. DBA Hayes Software Systems,78759,521393.85,,
2022,Anne Arundel Co. Public Schools,Genesis II Inc,27931-1226,26445.04,,
2022,Anne Arundel Co. Public Schools,GEORGE MOEHRLE MASONRY INC,21703-7849,4795399.16,,
2022,Anne Arundel Co. Public Schools,GL GROUP INC,63110,1020278.97,,
2022,Anne Arundel Co. Public Schools,"Glass Industries, LLC",21223,3058397.7,,
2022,Anne Arundel Co. Public Schools,GLB Concrete Construction Inc,21136,2755581.21,,
2022,Anne Arundel Co. Public Schools,GLOBAL EQUIPMENT COMPANY INC DBE Global Industrial,11050,26921.75,,
2022,Anne Arundel Co. Public Schools,GMC CONTRACTORS INC,21108,69489.0,,
2022,Anne Arundel Co. Public Schools,"Goode Companies, Inc.",20770,328638.57,,
2022,Anne Arundel Co. Public Schools,GOUCHER COLLEGE,21204,416773.0,,
2022,Anne Arundel Co. Public Schools,GRAINGER,20701-1125,407994.18,,
2022,Anne Arundel Co. Public Schools,"GRANDSTAND DESIGN ENTERPRISES, INC.",21401,41682.15,,
2022,Anne Arundel Co. Public Schools,"Gray & Son, Inc.",21093,3483044.59,,
2022,Anne Arundel Co. Public Schools,GRAYBAR,20706,40324.24,,
2022,Anne Arundel Co. Public Schools,GRAYBAR ELECTRIC CO INC,30384,158342.05,,
2022,Anne Arundel Co. Public Schools,Greenlink Incorporated,20872,158714.29,,
2022,Anne Arundel Co. Public Schools,Greenwood Publishing DBA Heinemann,03801-3912,122889.29,,
2022,Anne Arundel Co. Public Schools,GRIEVES WORRALL WRIGHT &,21211,1681608.25,,
2022,Anne Arundel Co. Public Schools,GRIMM AND PARKER PC,20705,1897598.13,,
2022,Anne Arundel Co. Public Schools,Grounded Electrical Construction LLC,21061,6006045.07,,
2022,Anne Arundel Co. Public Schools,"Guitar Center, Inc DBA MUSIC & ARTS CENTER",21703-8517,352764.65,,
2022,Anne Arundel Co. Public Schools,HAJOCA CORP,21227,121011.13,,
2022,Anne Arundel Co. Public Schools,"hand2mind, Inc.",60061-1862,112451.01,,
2022,Anne Arundel Co. Public Schools,HARBOUR SCHOOL,21409,3783269.91,,
2022,Anne Arundel Co. Public Schools,HAVTECH CORPORATION,21046,102338.98,,
2022,Anne Arundel Co. Public Schools,HAYES CONSTRUCTION,21131,447992.52,,
2022,Anne Arundel Co. Public Schools,HB Software Solutions,01851,57204.0,,
2022,Anne Arundel Co. Public Schools,HCGI HARTFORD,21044,5205831.0,,
2022,Anne Arundel Co. Public Schools,HEER BROTHERS INC,21226,1830417.64,,
2022,Anne Arundel Co. Public Schools,HERTRICH FLEET SERVICES INC,19963,124710.0,,
2022,Anne Arundel Co. Public Schools,"Holly Clay DBA The Sensory Path, Inc.",39110,25470.0,,
2022,Anne Arundel Co. Public Schools,HOME DEPOT,30339,276362.27,,
2022,Anne Arundel Co. Public Schools,HONEYWELL INC,20171,150981.84,,
2022,Anne Arundel Co. Public Schools,HORACE MANN INSURANCE CO,62715,461821.98,,
2022,Anne Arundel Co. Public Schools,HORD COPLAN MACHT,21202,603498.18,,
2022,Anne Arundel Co. Public Schools,"Horizon Software International, LLC",31193-4248,46104.46,,
2022,Anne Arundel Co. Public Schools,Houghton Mifflin/Harcourt,32819,1084315.78,,
2022,Anne Arundel Co. Public Schools,HP ELECTRONICS INC,21227-2934,59496.63,,
2022,Anne Arundel Co. Public Schools,HP FINANCIAL SERVICES CORP.,07922,9749404.13,,
2022,Anne Arundel Co. Public Schools,HRTMS Incorporated,27612,25500.0,,
2022,Anne Arundel Co. Public Schools,HUBERS II INC,21061,2184489.32,,
2022,Anne Arundel Co. Public Schools,Human Development Corp DBA SUMMIT SCHOOL,21037,88966.07,,
2022,Anne Arundel Co. Public Schools,HUMAN KINETICS,61825-5076,56918.4,,
2022,Anne Arundel Co. Public Schools,HUNT CONSULTING,20723,479922.61,,
2022,Anne Arundel Co. Public Schools,HYA Corporation DBA Hazard Young Attea & Associates,60173,61664.84,,
2022,Anne Arundel Co. Public Schools,IDEO LP,94301,30000.0,,
2022,Anne Arundel Co. Public Schools,IMAGE ASPHALT MAINTENANCE INC,21122,741285.17,,
2022,Anne Arundel Co. Public Schools,IMAGINE LEARNING,84604,33120.0,,
2022,Anne Arundel Co. Public Schools,Imagine Learning LLC,75312-2195,132956.25,,
2022,Anne Arundel Co. Public Schools,INDEPENDENT HARDWARE INC,19106,285167.9,,
2022,Anne Arundel Co. Public Schools,IndieFlix Group Inc,98112,32800.0,,
2022,Anne Arundel Co. Public Schools,Inquiries Acquisition LLC,21601,245198.85,,
2022,Anne Arundel Co. Public Schools,INTERBORO PACKAGING CORP,12549-2600,35248.0,,
2022,Anne Arundel Co. Public Schools,INTERNATIONAL BACCALAUREATE,10115,352190.0,,
2022,Anne Arundel Co. Public Schools,INTERSTATE CORPORATION,20877,1754782.05,,
2022,Anne Arundel Co. Public Schools,J & M Chemicals LLC,33066,80626.32,,
2022,Anne Arundel Co. Public Schools,J VINTON SCHAFER & SONS INC,21009,858629.31,,
2022,Anne Arundel Co. Public Schools,"J.A. ARGETAKIS CONTRACTING CO., INC.",21224,314435.29,,
2022,Anne Arundel Co. Public Schools,J.T.M. PROVISIONS CO.,45030,639231.02,,
2022,Anne Arundel Co. Public Schools,JACOBS PROJECT MANAGEMENT CO,22201,5033415.54,,
2022,Anne Arundel Co. Public Schools,JAMES POSEY ASSOCIATES INC,21117,1340252.35,,
2022,Anne Arundel Co. Public Schools,James River Solutions LLC,23005,585416.27,,
2022,Anne Arundel Co. Public Schools,Jay Batterden,20776,53555.0,,
2022,Anne Arundel Co. Public Schools,"JB Contracting, Inc.",20705,149791.7,,
2022,Anne Arundel Co. Public Schools,Jeannette Fonseca-Nunez,21122,29600.0,,
2022,Anne Arundel Co. Public Schools,JOHNSON CONTROLS INC,21152,149092.01,,
2022,Anne Arundel Co. Public Schools,JOHNSON MIRMIRAN & THOMPSON,21030,41426.31,,
2022,Anne Arundel Co. Public Schools,JONES OF ANNAPOLIS INC,21401,38505.0,,
2022,Anne Arundel Co. Public Schools,JR Balsan Inc DBA Johnstone Supply,21401,101973.1,,
2022,Anne Arundel Co. Public Schools,JUBBS BUS SERVICE INC,21060,4464752.43,,
2022,Anne Arundel Co. Public Schools,Kaplan Inc,10017,82116.45,,
2022,Anne Arundel Co. Public Schools,"KaRon Masonry of Maryland, Inc.",20763,9860496.13,,
2022,Anne Arundel Co. Public Schools,KEANY PRODUCE,20785,232382.5,,
2022,Anne Arundel Co. Public Schools,KELLER BROTHERS INC,21771-5786,507653.45,,
2022,Anne Arundel Co. Public Schools,KENDALL/HUNT PUBLISHING CO,52004-1840,405345.05,,
2022,Anne Arundel Co. Public Schools,Kennedy Business Services LLC,21202,486964.09,,
2022,Anne Arundel Co. Public Schools,KENNEDY KRIEGER INSTITUTE,21205,6754599.99,,
